Enumeration ID,Enum ordinal,Enum value,Enum value desc
TBL_BEGIN,?,?,?
111,24,calRW,enumeration_text
111,25,CANDID,enumeration_text
111,26,CARA,enumeration_text
111,27,CATIA,enumeration_text
111,28,CcpNMR,enumeration_text
111,29,CH3Shift,enumeration_text
111,30,Chimera,enumeration_text
111,31,CING,enumeration_text
111,32,CLUSTAL W/X,enumeration_text
111,33,CNS,enumeration_text
111,34,CNSSOLVE,enumeration_text
111,35,CoMD/NMR,enumeration_text
111,36,COMPASS,enumeration_text
111,37,CONNJURST,enumeration_text
111,38,CONNJURWB,enumeration_text
111,39,CORMA,enumeration_text
111,40,CPMG-Fit (Korzhnev),enumeration_text
111,41,CPMGFit (Palmer),enumeration_text
111,42,CSI,enumeration_text
111,43,CS-Rosetta,enumeration_text
111,44,CURVES,enumeration_text
111,45,CYANA,enumeration_text
111,46,DANGLE,enumeration_text
111,47,DIAMOD,enumeration_text
111,48,DISCOVER,enumeration_text
111,49,DYANA,enumeration_text
111,50,DYNAMO,enumeration_text
111,51,FASTModelFree,enumeration_text
111,52,FMCGUI,enumeration_text
111,53,FuDA,enumeration_text
111,54,GARANT,enumeration_text
111,55,Gaussian,enumeration_text
111,56,GIFA,enumeration_text
111,57,GISSMO,small molecule
111,58,GROMACS,enumeration_text
111,59,GROMOS,enumeration_text
111,60,GUARDD,enumeration_text
111,61,HADDOCK,enumeration_text
111,62,HYPER,enumeration_text
111,63,istHMS,enumeration_text
111,64,j-UNIO,enumeration_text
111,65,MAGRO,enumeration_text
111,66,MARDIGRAS,enumeration_text
111,67,MARS,enumeration_text
111,68,MD2NOE,enumeration_text
111,69,Mathematica,enumeration_text
111,70,MATLAB,enumeration_text
111,71,MDAnalysis,enumeration_text
111,72,MddNMR,enumeration_text
111,73,MestReNova,enumeration_text
111,74,MetaboAnalystR,small molecule
111,75,MetScape,small molecule
111,76,ModelFree,enumeration_text
111,77,Molmol,enumeration_text
111,78,MolProbity,enumeration_text
111,79,MORASS,enumeration_text
111,80,MoSART,enumeration_text
111,81,MVAPACK,small molecule
111,82,NAMD,enumeration_text
111,83,NESSY,enumeration_text
111,84,NMRbox,enumeration_text
111,85,NMRDraw,enumeration_text
111,86,NMRest,enumeration_text
111,87,NMRFAM-SPARKY,enumeration_text
111,88,NMRFx,enumeration_text
111,89,NMRFx Analyst,enumeration_text
111,90,NMRFx Processor,enumeration_text
111,91,NMRFx Structure,enumeration_text
111,92,nmrglue,enumeration_text
111,93,NMRPipe,enumeration_text
111,94,NMRspy,enumeration_text
111,95,NMRView,enumeration_text
111,96,NMRViewJ,enumeration_text
111,97,NOAH,enumeration_text
111,98,nus-tool,enumeration_text
111,99,Olivia,enumeration_text
111,100,OPAL,enumeration_text
111,101,OPALp,enumeration_text
111,102,Origin,enumeration_text
111,103,PALES,enumeration_text
111,104,PDBStat,enumeration_text
111,105,PECAN,enumeration_text
111,106,PINE,enumeration_text
111,107,PIPP,enumeration_text
111,108,PISTACHIO,enumeration_text
111,109,PONDEROSA,enumeration_text
111,110,Procheck,enumeration_text
111,111,ProcheckNMR,enumeration_text
111,112,PRONTO,enumeration_text
111,113,PROSA,enumeration_text
111,114,PSVS,enumeration_text
111,115,PyMOL,enumeration_text
111,116,qMDD,enumeration_text
111,117,QUEEN,enumeration_text
111,118,REDCAT,enumeration_text
111,119,REDCRAFT,enumeration_text
111,120,Relax,enumeration_text
111,121,RNAstructure,enumeration_text
111,122,rNMR,small molecule
111,123,RNMRTK,enumeration_text
111,124,Rosetta,enumeration_text
111,125,SANE,enumeration_text
111,126,SCRUB,enumeration_text
111,127,SHIFTS,enumeration_text
111,128,ShiftX,enumeration_text
111,129,ShiftX2,enumeration_text
111,130,SMILE,enumeration_text
111,131,SPARKY,enumeration_text
111,132,SPARTA,enumeration_text
111,133,SPARTA+,enumeration_text
111,134,SPSCAN,enumeration_text
111,135,SYBYL,enumeration_text
111,136,TALOS,enumeration_text
111,137,TALOS+,enumeration_text
111,138,TALOS-N,enumeration_text
111,139,TANSY,enumeration_text
111,140,Tensor,enumeration_text
111,141,TINKER,enumeration_text
111,142,TOPSPIN,enumeration_text
111,143,UNIO,enumeration_text
111,144,UNIO-MATCH,enumeration_text
111,145,UXNMR,enumeration_text
111,146,VMD,enumeration_text
111,147,VMD-Xplor,enumeration_text
111,148,VNMR,enumeration_text
111,149,VNMRj,enumeration_text
111,150,WhatIF,enumeration_text
111,151,XEASY,enumeration_text
111,152,X-PLOR,enumeration_text
111,153,X-PLOR NIH,enumeration_text
111,154,xwinnmr,enumeration_text
111,155,YASARA,enumeration_text
112,1,NUS schedule generator,enumeration_text
112,2,structure calculation,enumeration_text
112,3,test lex,enumeration_text
139,1,spectrometer carrier frequency,enumeration_text
139,2,spectrometer offset frequency,enumeration_text
139,3,acquisition time,enumeration_text
139,4,mixing time,enumeration_text
139,5,spectral width,enumeration_text
139,6,spectral folding,enumeration_text
139,7,data point number,enumeration_text
139,8,data point type,enumeration_text
139,9,data point spacing,enumeration_text
191,1,isotropic,enumeration_text
191,2,anisotropic,enumeration_text
191,3,solid,enumeration_text
177,1,onebond,Any transfer that connects only directly bonded atoms in this experiment
177,2,jcoupling,Transfer via direct J coupling over one or more bonds
177,3,jmultibond,Transfer via direct J coupling over multiple bonds
177,4,relayed,"Transfer via multiple successive J coupling steps (TOCSY, relay)"
177,5,relayed-alternate,"Relayed transfer, where peaks from an odd resp. even number of transfer steps have opposite sign"
177,6,through-space,"Any transfer that does not go through the covalent bonded skeleton (NOESY, ROESY, ... but also J coupling through hydrogen bonds)"
176,1,Hz,Hertz
176,2,ppm,parts per million
175,1,aliased,enumeration_text
175,2,folded,enumeration_text
175,3,not observed,enumeration_text
173,1,H_H[C].through-space,enumeration_text
174,1,13C-NOESY-HSQC,enumeration_text
140,1,Exponential factor,enumeration_text
140,2,Gaussian factor,enumeration_text
140,3,Zero filling,enumeration_text
140,4,Lnear prediction,enumeration_text
140,5,Processed real points,enumeration_text
140,6,Submatrix block size,enumeration_text
140,7,Full spectrum width points,enumeration_text
140,8,Spectrum offset,enumeration_text
140,9,Data type,enumeration_text
182,1,absolute height,enumeration_text
182,2,height,enumeration_text
182,3,relative height,enumeration_text
182,4,volume,enumeration_text
182,5,number of contours,enumeration_text
183,1,identity,enumeration_text
183,2,sequential,enumeration_text
183,3,basepair,enumeration_text
183,4,covalent,enumeration_text
183,5,hbond,enumeration_text
183,6,saltbridge,enumeration_text
183,7,dative,enumeration_text
7,1,Structure analysis,enumeration_text
7,2,Mutant comparison,enumeration_text
7,3,Interactions with different ligands,enumeration_text
7,4,Chemical shift mapping,enumeration_text
7,5,NMR signal assignment,enumeration_text
7,6,Protein-protein interaction,enumeration_text
7,7,Protein-ligand interaction,enumeration_text
7,8,Structural and dynamics analysis,enumeration_text
7,9,Stoichiometry problems,enumeration_text
7,10,Dynamics analysis,enumeration_text
7,11,pH titration,enumeration_text
163,1,amide protons,enumeration_text
163,2,amide nitrogens,enumeration_text
163,3,all nitrogen bonded protons,enumeration_text
163,4,all nitrogens,enumeration_text
163,5,all 1H,enumeration_text
163,6,all 13C,enumeration_text
163,7,all 15N,enumeration_text
163,8,all 19F,enumeration_text
163,9,all 31P,enumeration_text
163,10,backbone CA,enumeration_text
163,11,backbone CB,enumeration_text
163,12,na,enumeration_text
162,1,TROSY offset,enumeration_text
162,2,2H isotope effect,enumeration_text
162,3,13C isotope effect,enumeration_text
162,4,15N isotope effect,enumeration_text
162,5,SAIL isotope labeling,enumeration_text
162,6,spectrometer error,enumeration_text
162,7,na,enumeration_text
115,1,collection,enumeration_text
115,2,chemical shift assignment,enumeration_text
115,3,chemical shift calculation,enumeration_text
115,4,data analysis,enumeration_text
115,5,geometry optimization,enumeration_text
115,6,peak picking,enumeration_text
115,7,processing,enumeration_text
115,8,refinement,enumeration_text
115,9,structure solution,enumeration_text
282,1,s-1,enumeration_text
281,1,sphere,enumeration_text
281,2,spheroid,enumeration_text
281,3,oblate spheroid,enumeration_text
281,4,prolate spheroid,enumeration_text
281,5,ellipsoid,enumeration_text
280,1,diffusion,enumeration_text
280,2,CS,enumeration_text
280,3,shielding,enumeration_text
280,4,alignment,enumeration_text
235,1,isotropic,enumeration_text
235,2,anisotropic,enumeration_text
235,3,solid,enumeration_text
231,1,R1,enumeration_text
231,2,R2,enumeration_text
231,3,R1rho,enumeration_text
231,4,ZQ relaxation,enumeration_text
231,5,longitudinal spin order,enumeration_text
231,6,single quantum antiphase,enumeration_text
231,7,DQ relaxation,enumeration_text
232,1,Iz,R1    longitudinal
232,2,Sz,R1    longitudinal
232,3,(I+)+(I-),R1rho or R2      transverse
232,4,(S+)+(S-),R1rho or R2      transverse
232,5,I+,R1rho or R2      transverse
232,6,I-,R1rho or R2      transverse
232,7,S+,R1rho or R2      transverse
232,8,S-,R1rho or R2      transverse
232,9,(I+S-)+(I-S+),ZQ relaxation
232,10,I-S+,ZQ relaxation
232,11,I+S-,ZQ relaxation
232,12,IzSz,longitudinal spin order
232,13,((I+)+(I-))Sz,single quantum antiphase
232,14,Iz((S+)+(S-)),single quantum antiphase
232,15,I+Sz,single quantum antiphase
232,16,I-Sz,single quantum antiphase
232,17,IzS+,single quantum antiphase
232,18,IzS-,single quantum antiphase
232,19,(I+S+)+(I-S-),DQ relaxation
232,20,I+S+,DQ relaxation
232,21,I-S-,DQ relaxation
233,1,s-1,enumeration_text
233,2,ms-1,enumeration_text
233,3,us-1,enumeration_text
233,4,ns-1,enumeration_text
233,5,ps-1,enumeration_text
234,1,s-1,enumeration_text
234,2,ms-1,enumeration_text
234,3,us-1,enumeration_text
172,1,isotropic,enumeration_text
172,2,anisotropic,enumeration_text
172,3,solid,enumeration_text
171,1,400,enumeration_text
171,2,500,enumeration_text
171,3,600,enumeration_text
171,4,700,enumeration_text
171,5,750,enumeration_text
171,6,800,enumeration_text
171,7,850,enumeration_text
171,8,900,enumeration_text
171,9,920,enumeration_text
171,10,950,enumeration_text
171,11,1000,enumeration_text
171,12,1100,enumeration_text
241,1,isotropic,enumeration_text
241,2,anisotropic,enumeration_text
241,3,solid,enumeration_text
240,1,s-1,enumeration_text
240,2,ms-1,enumeration_text
240,3,us-1,enumeration_text
201,1,isotropic,enumeration_text
201,2,anisotropic,enumeration_text
201,3,solid,enumeration_text
200,1,peak height,enumeration_text
200,2,peak integral,enumeration_text
200,3,contour count,enumeration_text
200,4,relative intensities,enumeration_text
200,5,na,enumeration_text
207,1,isotropic,enumeration_text
207,2,anisotropic,enumeration_text
207,3,solid,enumeration_text
205,1,Iz,zero quantum$ longitudinal
205,2,Sz,zero quantum$ longitudinal
206,1,s,enumeration_text
206,2,s-1,enumeration_text
206,3,ms,enumeration_text
206,4,ms-1,enumeration_text
223,1,isotropic,enumeration_text
223,2,anisotropic,enumeration_text
223,3,solid,enumeration_text
222,1,s-1,enumeration_text
222,2,ms-1,enumeration_text
222,3,us-1,enumeration_text
220,1,I(+$-),enumeration_text
220,2,S(+$-),enumeration_text
221,1,s-1,enumeration_text
221,2,ms-1,enumeration_text
221,3,s,enumeration_text
221,4,ms,enumeration_text
292,1,J-couplings,enumeration_text
292,2,backbone chemical shifts,enumeration_text
291,1,log-harmonic,"Parameters: target_value, target_value_error"
291,2,parabolic,"Parameters: target_value, target_value_error
Formula: E = k(r-target_value)**2"
291,3,square-well-parabolic,"Parameters: upper_limit, lower_limit (optionally: target_value, target_value_error)
Formula:
E = k(r-upper_limit)**\2 for r > upper_limit
E = k(r-lower_limit)**2 for r < lower_limit"
291,4,square-well-parabolic-linear,"Parameters: upper_limit, lower_limit, upper_linear_limit, lower_linear_limit, (optional: target_value, target_value_error)
Formula:
If upper_limit = u, upper_linear_limit = u2, lower_limit = l, lower_linear_limit = l2:
E = 2k(u2-u)(r - (u2+u)/2) for r > u2
E = k(r-u)**2 for u < r < u2
E = k(r-l)**2 for l > r > l2
E = 2k(l2-l)(r - (l2+l)/2) for r < l2"
291,5,upper-bound-parabolic,can be derived from the two-sided versions given above
291,6,lower-bound-parabolic,can be derived from the two-sided versions given above
291,7,upper-bound-parabolic-linear,can be derived from the two-sided versions given above
291,8,lower-bound-parabolic-linear,can be derived from the two-sided versions given above
293,1,isotropic,enumeration_text
293,2,anisotropic,enumeration_text
293,3,solid,enumeration_text
4,1,.,enumeration_text
5,1,chem_shift_reference,enumeration_text
5,2,assigned_chemical_shifts,enumeration_text
5,3,coupling_constants,enumeration_text
5,4,theoretical_coupling_constants,enumeration_text
5,5,spectral_peak_list,enumeration_text
5,6,chem_shift_isotope_effect,enumeration_text
5,7,chem_shift_perturbation,enumeration_text
5,8,chem_shift_anisotropy,enumeration_text
5,9,theoretical_chem_shifts,enumeration_text
5,10,RDCs,enumeration_text
5,11,dipolar_couplings,enumeration_text
5,12,spectral_density_values,enumeration_text
5,13,other_data_types,enumeration_text
5,14,chemical_rates,enumeration_text
5,15,H_exch_rates,enumeration_text
5,16,H_exch_protection_factors,enumeration_text
5,17,homonucl_NOEs,enumeration_text
5,18,heteronucl_NOEs,enumeration_text
5,19,theoretical_heteronucl_NOEs,enumeration_text
5,20,heteronucl_T1_relaxation,enumeration_text
5,21,theoretical_heteronucl_T1_relaxation,enumeration_text
5,22,heteronucl_T1rho_relaxation,enumeration_text
5,23,heteronucl_T2_relaxation,enumeration_text
5,24,theoretical_heteronucl_T2_relaxation,enumeration_text
5,25,auto_relaxation,enumeration_text
5,26,theoretical_auto_relaxation,enumeration_text
5,27,dipole_dipole_relaxation,enumeration_text
5,28,dipole_dipole_cross_correlations,enumeration_text
5,29,theoretical_dipole_dipole_cross_correlation,enumeration_text
5,30,dipole_CSA_cross_correlations,enumeration_text
5,31,order_parameters,enumeration_text
5,32,pH_titration,enumeration_text
5,33,pH_param_list,enumeration_text
5,34,D_H_fractionation_factors,enumeration_text
5,35,binding_data,enumeration_text
5,36,binding_param_list,enumeration_text
5,37,angular_order_parameters,enumeration_text
5,38,secondary_structs,enumeration_text
5,39,bond_annotation,enumeration_text
5,40,structure_interactions,enumeration_text
5,41,other_struct_features,enumeration_text
5,42,tensor,enumeration_text
5,43,interatomic_distance,enumeration_text
6,1,NMR-STAR 3.2,enumeration_text
6,2,NMR-STAR 3.1,enumeration_text
6,3,NMR-STAR 2.1,enumeration_text
114,1,(ACME) - Delaglio$ Zhengrong and Bax,enumeration_text
114,2,(AMBER) - Case$ Darden$ Cheatham$ III$ Simmerling$ Wang$ Duke$ Luo$ ... and Kollman,enumeration_text
114,3,(ANSIG) - Kraulis,enumeration_text
114,4,(Analysis) - CCPN,enumeration_text
114,5,(AQUA) - Rullmann$ Doreleijers and Kaptein,enumeration_text
114,6,(ARIA) - Linge$ O'Donoghue and Nilges,enumeration_text
114,7,(AURELIA) - Neidig$ Geyer$ Gorler$ Antz$ Saffrich$ Beneicke$ Kalbitzer,enumeration_text
114,8,(AUREMOL) - Bruker Biospin,enumeration_text
114,9,(AutoAssign) - Zimmerman$ Moseley$ Kulikowski and Montelione,enumeration_text
114,10,(AutoStruct) - Huang$ Tejero$ Powers and Montelione,enumeration_text
114,11,(AVS) - Moseley and Montelione,enumeration_text
114,12,(AZARA) - Boucher,enumeration_text
114,13,(CANDID) - Herrmann$ Guntert and Wuthrich,enumeration_text
114,14,(CAPP) - Garrett,enumeration_text
114,15,(CARA) - Keller and Wuthrich,enumeration_text
114,16,(CcpNMR) - CCPN,enumeration_text
114,17,(CNS) - Brunger$ Adams$ Clore$ Gros$ Nilges and Read,enumeration_text
114,18,(CS-Rosetta) - Shen$ Vernon$ Baker and Bax,enumeration_text
114,19,(CYANA) -  Guntert$ Mumenthaler and Wuthrich,enumeration_text
114,20,(DGII) - Accelrys Software Inc.,enumeration_text
114,21,(DIANA) - Guntert$ Braun and Wuthrich,enumeration_text
114,22,(DISCOVER) - Accelrys Software Inc.,enumeration_text
114,23,(DSPACE) - Hare,enumeration_text
114,24,(DYANA) - Guntert$ Braun and Wuthrich,enumeration_text
114,25,(DYNAMO) - Delaglio and Kuszewski,enumeration_text
114,26,(EMBOSS - Rice$ Longden and Bleasby,enumeration_text
114,27,(FANTOM) - Braun,enumeration_text
114,28,(Felix) - Accelrys Software Inc.,enumeration_text
114,29,(GARANT) - Bartels$ Guntert$ Billeter and Wuthrich,enumeration_text
114,30,(Gaussian) - Gaussian$ Inc.,enumeration_text
114,31,(GIFA) - Delsuc,enumeration_text
114,32,(GROMOS) - van Gunsteren and Berendsen,enumeration_text
114,33,(HADDOCK) - Alexandre Bonvin,enumeration_text
114,34,(HYPER) - Tejero$ Monleon$ Celda$ Powers and Montelione,enumeration_text
114,35,(InsightII) -  Accelrys Software Inc.,enumeration_text
114,36,(ModelFree) - Palmer,enumeration_text
114,37,(Molmol) - Koradi$ Billeter and Wuthrich,enumeration_text
114,38,(MOLPROBITY) - Richardson,enumeration_text
114,39,(MORASS) - Luxon,enumeration_text
114,40,(NDEE) - Roesch and Herrmann,enumeration_text
114,41,(NMRbox) - UConn Health Center,enumeration_text
114,42,(NMRDraw) - Delaglio$ Grzesiek$ Vuister$ Zhu$ Pfeifer and Bax,enumeration_text
114,43,(NMRPipe) - Delaglio$ Grzesiek$ Vuister$ Zhu$ Pfeifer and Bax,enumeration_text
114,44,(NMRView) - Johnson$ One Moon Scientific,enumeration_text
114,45,(NUTS) - Acorn NMR Inc.,enumeration_text
114,46,(OPAL) - Luginbuhl$ Guntert$ Billeter and Wuthrich,enumeration_text
114,47,(PECAN) - Eghbalnia$ Wang$ Bahrami$ Assadi$ and Markley,enumeration_text
114,48,(PINE) - Bahrami$ Markley$ Assadi$ and Eghbalnia,enumeration_text
